약국명,주소,전화번호
하비온누리약국,"서울특별시 송파구 송파대로 111, 205동 414호 (문정동, 파크하비오)",02-3402-3678
하얀약국,"서울특별시 성북구 아리랑로 9, 산맥프라자 2층 202호 (동소문동6가)",02-921-9131
하얀약국,"서울특별시 강동구 성내로 19, (주)서경산업개발 1층 103호 (성내동)",02-483-6667
하얀약국,"서울특별시 노원구 동일로197길 21, 우성빌딩 1층 (공릉동)",02-949-3690
하얀약국,서울특별시 금천구 남부순환로 1290 1층,02-867-4175
하은약국,서울특별시 동대문구 사가정로 110 (전농동),02-2213-6769
하은약국,"서울특별시 강북구 노해로 118, 1층 (수유동)",02-908-3512
하이약국,"서울특별시 용산구 한강대로 256, 1층 (남영동)",02-792-9248
하이약국,"서울특별시 서초구 사임당로 39, 한성빌딩 (서초동)",070-4117-8275
하이약국,"서울특별시 성동구 행당로 87, 107호 (행당동, 행당동 대림아파트)",02-2297-5408
하이약국,"서울특별시 강남구 언주로 859, 1층 (신사동, 쉬즈.애비뉴빌딩)",02-545-5170
하이온누리약국,"서울특별시 서초구 신반포로 213, 반포쇼핑타운 7동 1층 13,14호 (잠원동)",02-3478-5530
하이온누리약국,"서울특별시 금천구 가산디지털1로 145, 에이스하이엔드타워3차 105호 (가산동)",02-2624-0770
하이팜약국,"서울특별시 서초구 사임당로 178, 이즈타워 103호 (서초동)",02-568-1417
하임온누리약국,"서울특별시 마포구 도화길 43, 108호 (도화동, 나눔빌딩)",02-6329-7767
하트약국,"서울특별시 종로구 대학로 128, 1층 (동숭동)",02-766-8991
하하약국,"서울특별시 광진구 능동로 295, ES빌딩 1층 101호 (군자동)",02-465-1374
학동봄약국,"서울특별시 강남구 논현로131길 23, 홍재빌딩 1층 일부호 (논현동)",02-511-7474
학동약국,"서울특별시 강남구 학동로 203, 1층 (논현동)",02-3443-8575
학동역약국,"서울특별시 강남구 학동로 지하180, 학동역 210호 (논현동)",025420301
한가람약국,"서울특별시 동대문구 망우로 77, 1층 (휘경동)",02-3394-4865
한강메디칼약국,"서울특별시 강서구 허준로 23, 107호 (가양동)",02-2659-7489
한강약국,"서울특별시 영등포구 버드나루로7길 7, 105호 (영등포동2가)",02-2676-4850
한강약국,"서울특별시 성북구 도봉로 3, 1층 (길음동)",02-980-5350
한결약국,"서울특별시 양천구 오목로 344 (목동, 청학빌딩)",02-2646-8842
한결약국,서울특별시 노원구 노해로 494,02-936-8055
한결약국,"서울특별시 송파구 올림픽로35길 124, 2동 410,411호 (신천동, 장미아파트 에이상가)",02-412-4246
한국구일온누리약국,"서울특별시 용산구 이촌로 300, 렉스상가 2-2,3-1호 (이촌동)",02-792-9290
한국생약국,서울특별시 관악구 쑥고개로 71 (봉천동),02-878-2743
한국약국,"서울특별시 동대문구 약령시로 123, 1층 (청량리동)",02-964-0168
한길약국,서울특별시 관악구 남부순환로 1739 (봉천동),02-876-2861
한길약국,"서울특별시 성동구 동일로 261, 건국빌딩 1층 (송정동)",02-467-8231
한누리약국,"서울특별시 종로구 새문안로5가길 33, 한누리빌딩 1층 (내자동)",02-736-7980
한독약국,"서울특별시 송파구 중대로 80, 문정프라자 (문정동)",02-409-3559
한독약국,서울특별시 종로구 동숭길 52,02-762-4636
한독프라자약국,서울특별시 구로구 구로동로26길 133 (구로동),02-856-9843
한라약국,"서울특별시 용산구 보광로 124, (이태원동)",02-795-7603
한림약국,서울특별시 강동구 성안로 149 (천호동),02-486-9743
한림약국,서울특별시 양천구 중앙로32길 61,02-2646-5775
한마을약국,"서울특별시 구로구 경인로 382, 1-110(개봉동,한마을아파트상가)",02-2613-3006
한마음국회약국,"서울특별시 영등포구 의사당대로 1, 국회 국회소통관동 1층 (여의도동)",02-761-0311
한마음약국,서울특별시 송파구 중대로 68  (문정동),02-404-8075
한마음약국,서울특별시 중구 마른내로 10(저동2가),02-2271-2861
한마음약국,"서울특별시 은평구 은평터널로 196, (신사동)",02-309-1881
한마음약국,"서울특별시 강서구 등촌로 147, 1층 (등촌동, 유석빌딩)",02-2652-6692
한마음약국,서울특별시 구로구 도림로 67 (구로동),02-865-0511
한마음약국,서울특별시 종로구 창경궁로 158 (원남동),02-3676-4411
한마음약국,"서울특별시 도봉구 도봉로150길 43, 2층 215호 (방학동, ESA 아파트)",02-3492-1255
한마음약국,"서울특별시 영등포구 국제금융로2길 37, 3층 306-1호 (여의도동, 에스트레뉴)",02-761-0336
한마음약국,서울특별시 금천구 금하로 720 (시흥동),02-808-8740
한마음온누리약국,"서울특별시 강남구 개포로 504, 메트하임 1층 106호 (개포동)",02-445-7582
한마음온누리약국,"서울특별시 도봉구 노해로70길 46, 주공아파트 19단지종합상가 1층 122호 (창동)",02-991-0400
한미약국,"서울특별시 서대문구 수색로 30, 지하1층, 1층 (남가좌동)",02-375-3548
한미약국,서울특별시 성북구 종암로 97 (종암동),02-925-0825
한미약국,"서울특별시 강동구 양재대로 1629, (명일동)",02-3426-4271
한빛약국,"서울특별시 노원구 월계로55길 4, 111호 (월계동, 사슴아파트2단지상가)",02-979-0993
한빛약국,서울특별시 구로구 경인로 164,02-2625-6679
한빛약국,"서울특별시 강서구 강서로62길 98, 101호 (등촌동, 신한은행등촌점)",02-2658-7371
한빛약국,"서울특별시 중랑구 겸재로 225, 1층 (면목동)",02-2207-3588
한빛약국,"서울특별시 서대문구 세검정로1길 93, 상가A동 1층 109호 (홍은동, 홍은동벽산아파트)",02-3216-5738
한빛약국,"서울특별시 강북구 도봉로 52, 7층 (미아동, 연이빌딩)",02-6312-6351
한빛평화약국,서울특별시 동작구 시흥대로 664 (신대방동),02-848-4566
한사랑약국,"서울특별시 구로구 신도림로 7, 금강리빙스텔 123호 (신도림동)",02-2675-1081
한사랑약국,"서울특별시 강남구 선릉로 513, 1층 (역삼동, 아펙스타워)",02-567-7850
한사랑약국,"서울특별시 노원구 동일로 1101, (공릉동)",02-972-4324
한사랑약국,서울특별시 중랑구 신내로 225  (신내동),070-4229-9602
한사랑약국,"서울특별시 강동구 양재대로89길 16, 214호(성내동,파크프라자)",02-6425-2003
한사랑약국,서울특별시 송파구 백제고분로48길 17 (방이동),02-415-0036
한사랑약국,"서울특별시 광진구 자양로 294-1, (구의동)",02-456-5961
한사랑약국,"서울특별시 금천구 시흥대로63길 64, 1층 (시흥동)",02-856-3588
한사랑약국,"서울특별시 마포구 망원로 78, 1층 (망원동)",02-3141-6774
한사랑온누리약국,"서울특별시 강북구 인수봉로 142, 수유동 근생빌딩 &#40;수유동&#41;",02-980-1214
한사랑온누리약국,"서울특별시 서대문구 신촌로 183, 유인빌딩 지하1층 101호 (대현동)",02-364-5455
한사랑온누리약국,"서울특별시 동대문구 신이문로 41, 1층 (이문동)",02-969-0976
한샘약국,"서울특별시 성동구 무학로2길 7, 1층 102호 (도선동)",02-407-6790
한샘약국,"서울특별시 노원구 상계로27길 7, 중앙빌딩 1층 (상계동)",02-939-7886
한샘약국,서울특별시 서초구 신반포로 205,02-534-8613
한성약국,"서울특별시 서초구 신반포로 257 지하1층 (잠원동, 뉴타운)",02-537-1840
한성약국,"서울특별시 양천구 목동로 203, (신정동,한성빌딩)",02-2690-1965
한성약국,"서울특별시 동대문구 답십리로 140, 세기프라자 106호 (답십리동)",02-3394-5102
한소망약국,"서울특별시 관악구 신림로 198, 1층 (신림동)",02-873-8707
한솔약국,"서울특별시 광진구 아차산로 621, 1층 (광장동)",02-2201-3581
한솔약국,서울특별시 구로구 경인로 215,02-2613-5613
한솔약국,서울특별시 성동구 고산자로 342 (마장동),02-2295-5135
한솔약국,서울특별시 송파구 백제고분로45길 5 (송파동),02-415-8087
한솔약국,"서울특별시 양천구 목동동로 63, 109호 (신정동, 대영프라자)",02-2648-0507
한솔약국,서울특별시 성북구 동소문로 57-1 (동소문동4가),02-926-6479
한솔약국,서울특별시 은평구 갈현로 14 (신사동),02-386-5917
한솔약국,서울특별시 강서구 양천로57길 37,02-2659-2425
한솔인유로온누리약국,서울특별시 강남구 역삼로 310  (역삼동),02-3453-8171
한스약국,"서울특별시 송파구 정의로8길 7, 한스 102호 (문정동)",070-7799-5938
한시까지약국,서울특별시 영등포구 영등포로 250-1 (영등포동3가),02-2632-7700
한신메디칼약국,"서울특별시 서초구 잠원로 94  (잠원동, 한신빌딩)",02-534-8889
한신약국,"서울특별시 중랑구 동일로101길 63  (면목동, 면목한신아파트 상가)",02-491-5651
한신약국,"서울특별시 성동구 왕십리로 410, 상가L동 216호 (하왕십리동, 센트라스)",02-2296-2551
한신약국,"서울특별시 동대문구 제기로 75, 1층 (청량리동)",02-6494-7756
한신약국,"서울특별시 서대문구 통일로 397, B419호 (홍제동, 인왕산 한신휴플러스)",02-722-1822
한약국,"서울특별시 서초구 강남대로 543, 1층 (반포동)",02-541-3838
한약국,"서울특별시 양천구 월정로 57, (신월동)",02-2692-7573
한약국더채움,"서울특별시 은평구 응암로 168-1, 새로나빌딩 1층 2호 (응암동)",02-304-2550
한양약국,"서울특별시 강남구 논현로176길 14, 3층 일부호 (신사동)",02-514-5665
한양약국,서울특별시 성동구 마조로 17  (행당동),02-2292-9231
한영온누리약국,"서울특별시 서초구 방배로 36, (방배동)",02-583-1754
한우리약국,"서울특별시 중랑구 망우로 412, 4층 (망우동, 기성빌딩)",02-495-1357
한우리약국,"서울특별시 마포구 망원로 73, 1층 (망원동)",02-3142-6796
한우리약국,"서울특별시 강서구 까치산로 151, 104호 (화곡동)",02-2699-0456
한우리약국,서울특별시 영등포구 의사당대로 97,02-785-7648
한우리유공약국,서울특별시 강동구 진황도로61길 25,02-473-6262
한울약국,"서울특별시 금천구 독산로 133, 1층 (시흥동)",02-809-3323
한울약국,"서울특별시 관악구 난곡로 50, 자연빌딩 1층 (신림동)",028577755
한울약국,"서울특별시 중랑구 망우로 353, 지하1층 (상봉동, 상봉 프레미어스 엠코)",02-432-6745
한울약국,서울특별시 양천구 오목로 299,02-2651-8647
한유약국,"서울특별시 마포구 백범로 95, 다나빌딩 1층 (대흥동)",02-716-8330
한유약국,서울특별시 동대문구 한천로 89 (답십리동),02-2213-3831
한일약국,"서울특별시 관악구 보라매로 12, 2층 (봉천동, 관악농협)",028898517
한일약국,서울특별시 중구 서소문로 109,02-753-9779
한중약국,"서울특별시 금천구 독산로 136, 103호 (시흥동)",02-804-6985
한중약국,"서울특별시 영등포구 도림로 144, 88월드타워 104호 (대림동)",02-849-5400
한중약국,서울특별시 구로구 구로동로 8  (가리봉동),02-863-8575
한진약국,서울특별시 성동구 행당로 82,02-3395-5368
한진약국,서울특별시 강서구 우현로 26,02-2605-6916
한티365약국,"서울특별시 강남구 선릉로 301, 1층 (역삼동)",02-591-0365
한티미소약국,"서울특별시 강남구 선릉로 314, 2층 201-2호 (대치동)",02-6471-5400
한티약국,"서울특별시 강남구 선릉로 225, 지하1층 133호 (도곡동,도곡렉슬상가)",02-574-2575
한티역약국,"서울특별시 강남구 도곡로 323, 다른빌딩 1층 (역삼동)",02-3453-9982
한티참약국,"서울특별시 강남구 선릉로 305, 한티KR타워 1층 101호 (역삼동)",02-538-4567
한티하나약국,"서울특별시 강남구 도곡로 317, 2층 201호 (역삼동)",02-564-0805
함께하는약국,서울특별시 은평구 수색로 264-1 (수색동),02-375-1846
함춘약국,"서울특별시 종로구 대학로 93, 대한성공회 대학로교회 1,2층 (연건동)",02-741-0370
합정365약국,"서울특별시 마포구 독막로 14, 1층 (합정동)",02-6012-3031
합정녹십자약국,"서울특별시 마포구 독막로 22, 청명빌딩 1층 (합정동)",02-3142-6002
합정동산약국,"서울특별시 마포구 양화로 45, C-17호 (서교동, 홈플러스합정점)",02-338-0026
합정스타약국,"서울특별시 마포구 양화로 지하45, 합정역 B1층 109호 (합정동)",02-323-0202
항동푸른약국,"서울특별시 구로구 항동로3길 6, 가온 프라자 105호 (항동)",02-2615-8279
해가든약국,"서울특별시 동작구 서달로 150, 202호 (흑석동, 해가든상가)",02-821-8531
해경아는약국,서울특별시 영등포구 여의대방로69길 28 (여의도동),02-783-5816
해그린약국,"서울특별시 영등포구 여의대방로 375, 아일렉스타워 108호 (여의도동)",02-783-1017
해그린약국,"서울특별시 서대문구 통일로 356, 1층 (홍제동)",02-723-9887
해동그랜드약국,"서울특별시 동대문구 한천로 186, 1층 (장안동)",02-2212-9838
해동온누리약국,서울특별시 광진구 용마산로 57 (중곡동),02-457-4110
해든아침약국,"서울특별시 양천구 목동동로 293, 1층 5호(목동,현대41타워)",02-2168-3308
해든약국,"서울특별시 송파구 백제고분로48길 38, 101호 (방이동, 은석빌딩)",02-3432-0105
해든우리약국,"서울특별시 서대문구 충정로 70, 웨스트게이트타워 2층 (미근동)",02-313-8763
해든이화약국,"서울특별시 양천구 목동동로 435, 103,104호 (목동)",02-6925-0788
해듬약국,"서울특별시 영등포구 국제금융로 78, 홍우빌딩 306A호 (여의도동)",02-761-5596
해뜨는약국,"서울특별시 동작구 양녕로 281 (상도동, 상도빌딩)",02-816-3869
해란약국,서울특별시 용산구 청파로47길 53,02-713-6590
해림온누리약국,서울특별시 강남구 테헤란로 152 (역삼동),02-2112-2911
해링턴원약국,"서울특별시 노원구 공릉로34길 86, 상가동 207호 (공릉동, 태릉해링턴플레이스)",050-71478-1071
해맑은약국,"서울특별시 강서구 방화동로 66, 1층 (방화동)",02-2661-1837
해맑은약국,서울특별시 강남구 남부순환로363길 13,02-571-0029
해맑은약국,"서울특별시 서초구 남부순환로350길 4, 2층(양재동,대진빌딩)",02-579-7715
해맑은약국,"서울특별시 마포구 마포대로 115-12, 공덕삼성아파트 상가동 211호 (공덕동)",02-707-3913
해맑은약국,서울특별시 은평구 응암로 188-1  (응암동),02-306-7555
해바라기약국,"서울특별시 강서구 양천로57길 9-14, 가양제일프라자 1층 107호 (가양동)",02-3663-3033
해봄약국,"서울특별시 서대문구 통일로 135, 충정빌딩 3층 (충정로2가)",02-363-2385
해빛온누리약국,"서울특별시 영등포구 영신로34길 10, 1층 108호 (영등포동4가, 영남빌딩)",02-2069-3828
해성약국,"서울특별시 강남구 테헤란로 504, 지하1층 (대치동,해성빌딩)",02-528-3528
해성약국,서울특별시 송파구 가락로 111 (석촌동),02-414-5567
해솔약국,서울특별시 관악구 남부순환로 1733(봉천동),02-2625-0026
해솔온누리약국,"서울특별시 구로구 구일로4길 30, 신영상가 102호 (구로동)",02-830-5366
해오름약국,"서울특별시 성북구 솔샘로25길 20, 211호 (정릉동, 풍림아파트상가)",02-912-2302
해오름약국,"서울특별시 송파구 올림픽로35길 124, 4층 7호 (신천동, 장미아파트 에이상가)",02-422-7254
해오름약국,"서울특별시 강남구 봉은사로73길 5, 1층 (삼성동)",02-545-7617
해오름약국,"서울특별시 마포구 대흥로 34, (용강동)",02-719-7942
해오름온누리약국,서울특별시 은평구 응암로 215 (응암동) 명남더블레스아파트2차,02-303-8077
해정약국,서울특별시 광진구 군자로 93,02-467-2282
해태보라매약국,"서울특별시 동작구 보라매로3길 29, 1층 29호 (신대방동, 해태보라매타워)",02-833-0853
해태사랑약국,"서울특별시 동작구 보라매로3길 29, 3층 306호 (신대방동, 해태보라매타워)",070-4189-7273
해피약국,서울특별시 용산구 서빙고로 17 용산센트럴파크해링턴스퀘어 상가동 2층 108호 (한강로3가),02-6953-8785
해피약국,"서울특별시 서초구 강남대로 365, 대우도씨에빛 1층 (서초동)",02-582-2590
해피약국,"서울특별시 강동구 고덕로 353, 고덕그라시움제1상가 162호 (고덕동)",02-6958-9494
해피약국,"서울특별시 관악구 남부순환로 1952, 1층 (봉천동)",02-587-3477
해피홈약국,"서울특별시 송파구 오금로 512, 207호 (거여동, 거여역2차쌍용아파트 207호)",02-449-0113
햇님약국,서울특별시 광진구 천호대로111길 19 (중곡동),02-777-0012
햇님약국,"서울특별시 성북구 길음로 33, 상가A동 지하1층 2호 (길음동, 길음뉴타운)",02-3292-1734
햇님온누리약국,"서울특별시 영등포구 의사당대로 108, 304호(여의도동, 아일렉스상가)",02-761-5520
햇빛약국,"서울특별시 마포구 마포대로 68, 408-2호 (도화동, 마포아크로타워)",02-711-5982
햇빛약국,"서울특별시 강남구 자곡로 120, 107호 (자곡동, 세곡드림프라자)",02-459-3353
햇빛약국,서울특별시 도봉구 도당로13길 16 (방학동),02-6081-5255
햇빛온누리약국,"서울특별시 강서구 등촌로 59-1, 1층 (화곡동)",02-2062-7159
햇살 온누리약국,"서울특별시 중랑구 사가정로 384, 1층 101호 (면목동)",02-434-5102
햇살담은약국,"서울특별시 동작구 사당로 301, 사당동빌딩 3층 (사당동)",02-914-3396
햇살애약국,서울특별시 양천구 목동중앙북로 95 (목동),02-2642-6415
햇살약국,"서울특별시 은평구 진관4로 17, 820동 1층 113호 (진관동, 은평뉴타운상림마을)",02-387-5358
햇살약국,"서울특별시 송파구 위례성대로20길 31, 1층 (오금동)",02-406-5258
햇살약국,"서울특별시 성동구 마장로 291, 3층 (마장동)",02-2298-2825
햇살약국,"서울특별시 동대문구 장한로 22, 2층 (장안동)",02-2217-1190
햇살약국,"서울특별시 강동구 동남로71길 32, 환타지아 103호 (명일동)",024417716
햇살약국,"서울특별시 노원구 섬밭로 134, 114동 105-5호 (공릉동, 풍림아파트)",02-973-5589
햇살약국,"서울특별시 종로구 자하문로 58, 1층 (창성동)",02-723-5489
햇살약국,"서울특별시 구로구 경인로67길 23 (신도림동,대우푸르지오2차 101동 311호)",02-2631-4959
햇살약국,"서울특별시 강북구 한천로 1038, 천지빌딩,유료주차장 1층 (수유동)",02-991-4047
햇살약국,"서울특별시 서대문구 수색로 100, 101동 104호 (북가좌동, DMC래미안e편한세상)",02-309-2656
햇살약국,"서울특별시 마포구 백범로 13, 신촌르메이에르타운II 3층 309호 (노고산동)",02-6956-8457
햇살약국,"서울특별시 양천구 목동중앙로 71, 2층 (목동)",02-2653-3698
햇살온누리약국,"서울특별시 동작구 상도로 345, 1층 (상도동)",02-401-6599
햇살온누리약국,"서울특별시 광진구 능동로13길 19, 1층 (화양동)",02-467-8667
햇살온누리약국,"서울특별시 강서구 화곡로 142, 114호 (화곡동, 메가박스)",02-2699-6314
햇살온누리약국,"서울특별시 강서구 화곡로 142, 114호 (화곡동, 메가박스)",02-2699-6314
햇살온누리약국,서울특별시 영등포구 당산로 223 (당산동5가) ,02-2069-0823
행복가득약국,"서울특별시 서대문구 신촌로 73, 1층 (창천동, 거화빌딩)",02-336-3667
행복가득약국,서울특별시 강북구 노해로 81 (수유동),02-992-1037
행복나눔약국,"서울특별시 서초구 강남대로 605, 휴먼TOWER 104호 (잠원동)",02-546-2728
행복나눔약국,"서울특별시 서초구 잠원로 24, 406호 (반포동, 반포자이플라자)",02-533-3107
행복나무약국,"서울특별시 강동구 천호대로157길 54, 1층 (천호동)",02-487-8880
행복나무약국,"서울특별시 강서구 강서로 193, 101호 (화곡동)",02-2065-8864
행복새약국,"서울특별시 구로구 디지털로31길 62, 아티스포럼 110호 (구로동)",02-855-9569
행복약국,서울특별시 송파구 양산로 42 (거여동),02-403-4888
행복약국,"서울특별시 종로구 자하문로 1, 1층 1호 (내자동)",070-7576-3340
행복약국,서울특별시 서초구 사임당로 151,02-521-2829
행복약국,서울특별시 강동구 천호대로 1113  (길동),02-478-2111
행복약국,"서울특별시 은평구 은평로 52-3, 1층 (신사동, 홍인근생주택)",02-303-6637
행복약국,서울특별시 노원구 동일로 985 (공릉동) 1층,02-930-0300
행복약국,"서울특별시 양천구 남부순환로59길 3, 1층 102호 (신월동, 우영아파트)",02-2606-0783
행복약국,"서울특별시 마포구 연희로 5, 지하1층 (동교동)",02-324-5615
행복약국,서울특별시 영등포구 양평로 127 (양평동5가),02-2631-6967
행복약국,"서울특별시 동작구 등용로 115, 101호 (대방동, 엘리시아빌딩)",02-822-9095
행복약국,"서울특별시 관악구 관악로30길 12, 301호 (봉천동, 봉천우성아파트)",050-71473-0376
행복온누리약국,"서울특별시 성북구 고려대로 88, 1층 (안암동5가)",02-928-8276
행복온누리약국,서울특별시 강남구 개포로 231 (개포동) 1층일부,02-574-8376
행복을 주는 약국,"서울특별시 용산구 새창로 70, 212호 (도원동, 도원동삼성래미안)",02-3275-3723
행복을주는온누리약국,서울특별시 노원구 동일로 1036 (공릉동) 1층,02-977-4203
행복이 가득한 수약국,"서울특별시 강북구 도봉로 245, 1층 (미아동)",02-984-6388
행복이가득한약국,서울특별시 관악구 남부순환로 1443 (신림동),02-865-4703
행복이꽃피는약국,서울특별시 은평구 가좌로 271,02-308-7475
행복이열리는건강약국,서울특별시 동작구 상도로 301 (상도1동),02-823-0700
행복이열리는건강약국,서울특별시 성동구 성수이로 113  (성수동2가),02-462-3685
행복이열리는약국,"서울특별시 성동구 독서당로 299-2, 1층 (금호동3가)",02-2253-6060
행복한 참약국,"서울특별시 서대문구 수색로 100, 4단지 상가1동 1-13호 (북가좌동, DMC래미안e편한세상)",02-302-2764
행복한리약국,"서울특별시 구로구 구로중앙로 217, 이안과빌딩 1층 (구로동)",070-4647-3187
행복한문약국,"서울특별시 양천구 남부순환로 356, 1층 (신월동)",02-2606-2289
행복한미래약국,"서울특별시 강남구 언주로 707, 2층 일부호 (논현동)",02-515-3800
행복한수약국,서울특별시 강남구 강남대로 446,02-558-7430
행복한수약국,서울특별시 영등포구 영중로2길 1 1층 (영등포동3가),02-2672-2340
행복한약국,"서울특별시 광진구 자양로15길 27, 1층 (자양동)",02-447-7114
행복한약국,서울특별시 중구 다산로 230 (신당동),02-2235-1145
행복한약국,"서울특별시 양천구 중앙로 275, (신정동)",02-2606-8933
행복한약국,서울특별시 은평구 응암로 248-1,02-383-8332
행복한약국,"서울특별시 성북구 보문로34길 59, 1층(동선동1가)",02-927-8253
행복한약국,"서울특별시 동대문구 답십리로66길 95, 1층 (장안동)",02-2245-2611
행복한약국,"서울특별시 강남구 테헤란로 222, 도원빌딩 지하1층 일부 (역삼동)",02-3453-6795
행복한약국,"서울특별시 중랑구 망우로 474, (망우동)",02-439-8591
행복한약국,"서울특별시 서초구 서초중앙로 49, 동양라디안루키 제1층 제102호 (서초동)",02-588-1185
행복한약국,서울특별시 노원구 공릉로 187  (공릉동),02-979-5059
행복한약국,서울특별시 영등포구 경인로 775,02-554-7455
행복한약국,"서울특별시 마포구 신촌로 270, 308호 (아현동, 수창빌딩)",02-393-1137
행복한약국,"서울특별시 성동구 독서당로 218, 상가동 (옥수동, 옥수삼성아파트)",02-2297-4487
행복한약수약국,"서울특별시 중구 동호로 193, 3층 (신당동)",02-2253-2917
행복한온누리약국,서울특별시 강서구 수명로 82,02-2667-8835
행복한온누리약국,"서울특별시 강동구 동남로73길 26, 203호 (명일동, 고덕복합빌딩)",02-416-8173
행복한온누리약국,서울특별시 강남구 도곡로 184,02-578-8791
행복한온누리약국,"서울특별시 양천구 목동동로8길 23, 메리트윈 상가동 105호 (신정동)",02-2644-4488
행복한우리약국,"서울특별시 송파구 풍성로25길 41, 백원빌딩 (풍납동)",02-483-5139
행복한우리약국,"서울특별시 양천구 월정로 169, 105호 (신월동)",02-2699-7389
행복한우리약국,서울특별시 금천구 금하로 717  (시흥동),02-808-7911
행복한정약국,"서울특별시 동대문구 이문로 188, 1층 (이문동)",02-969-7700
행운약국,"서울특별시 성북구 종암로 110, 종암대평빌딩 1층 102호 (종암동)",02-909-2870
행운약국,서울특별시 종로구 대명길 21-2(명륜4가),02-765-9997
행운약국,"서울특별시 강남구 논현로 836, 삼신빌딩 1층 102호 (신사동)",02-543-8360
행운약국,"서울특별시 서대문구 증가로 138, 남가좌프라자 1층 102호 (남가좌동)",02-6405-7797
행운약국,"서울특별시 영등포구 도림로48길 4, 1층 5호 (대림동, 대림스타빌딩)",02-848-1223
허브약국,"서울특별시 강서구 마곡중앙4로 10, A동 104호 (마곡동)",02-2664-7507
허브약국,"서울특별시 동대문구 경희대로 19-3, 1층 (회기동)",02-6405-7771
허브약국,서울특별시 중구 다산로 82  (신당동),02-2235-0502
허브약국,"서울특별시 성동구 금호로 158-2, 지1층 (금호동1가)",02-2297-0999
허브약국,"서울특별시 마포구 마포대로 73, 104호(도화동,SK허브그린)",02-2130-3030
허브약국,"서울특별시 관악구 남부순환로 1471, 1층 (신림동)",02-813-0831
허브약국,"서울특별시 영등포구 선유로49길 36, 1층 (양평동4가)",050-71353-2309
허브온누리약국,서울특별시 강동구 천호대로 1092 (성내동) 에스케이허브진,070-8885-5264
허지웅약국,"서울특별시 강남구 테헤란로 532, 1층 105호 (대치동)",02-553-0777
헤르바당산역약국,"서울특별시 영등포구 양평로 지하 40, 당산역 지하1층 (당산동6가)",02-2636-3398
헬로팜약국,"서울특별시 송파구 올림픽로12길 5, 정호빌딩 (잠실동)",02-415-1121
헬리오메디칼약국,"서울특별시 송파구 송파대로 345, 상가1A동 2층 2036호 (가락동, 헬리오시티)",02-400-3815
헬리오이화약국,"서울특별시 송파구 송파대로 345, 1A동 1층 1002호 (가락동, 헬리오시티)",02-409-3016
현대약국,"서울특별시 중구 동호로 196, (신당동)",02-2238-2767
현대약국,"서울특별시 관악구 관악로 233, 1층 101호 (봉천동)",02-877-3272
현대약국,"서울특별시 구로구 경인로 662, 지하1층 (신도림동, 디큐브시티)",02-2211-0227
현대약국,서울특별시 서대문구 거북골로14길 32,02-303-6600
현대약국,"서울특별시 금천구 두산로 70 , T-113호(현대지식산업센터)",02-2181-3677
현대약국,"서울특별시 송파구 올림픽로 491, 1층 &#40;풍납동, 세제빌딩&#41;",02-488-8847
현대약국,서울특별시 동작구 장승배기로10길 47 (상도동),02-815-5650
현대약국,"서울특별시 종로구 통일로 246-10, 113호 (무악동)",02-725-6569
현대약국,서울특별시 영등포구 도림로 158,02-848-1933
현대약국,"서울특별시 성북구 삼양로 66, B01호 (길음동, 동부크리닉)",02-980-9802
현대약국,"서울특별시 강북구 도봉로67길 18, 수유시장 (수유동)",02-988-1614
현대영약국,서울특별시 서초구 강남대로 375,02-525-5143
현대온누리약국,"서울특별시 광진구 광나루로56길 85, 테크노-마트21 지하1층 D-12호 (구의동)",02-3424-1120
현대온누리약국,서울특별시 종로구 율곡로 75,02-746-7750
현대온누리약국,서울특별시 용산구 이촌로 280  (이촌동),02-795-9842
현대제이드약국,"서울특별시 강동구 강동대로 155, 1층 102호 (성내동)",02-484-1511
현대파크빌약국,서울특별시 구로구 공원로 41,02-868-5116
현명약국,서울특별시 동작구 상도로15길 120(상도동),02-813-8600
현약국,"서울특별시 금천구 가산디지털1로 149, 1층 103호 (가산동, 신한이노플렉스)",02-830-4040
현약국,"서울특별시 성북구 북악산로 844, 상가동 지하층 102-1호 (돈암동, 브라운스톤 돈암 아파트)",02-926-1860
현약국,"서울특별시 송파구 송파대로39길 1, 1층 102호 (석촌동)",02-425-0077
현약국,서울특별시 광진구 광나루로 508 ,070-4240-1131
현온누리약국,서울특별시 강남구 강남대로 560 지하1층 2호 (논현동),02-3446-7012
현우약국,"서울특별시 서대문구 연세로 29-1, 1층 (창천동)",02-334-3979
형제약국,서울특별시 은평구 가좌로 241 (응암동),02-306-3025
형제약국,"서울특별시 관악구 남부순환로172길 1, 1층 나호 (신림동)",02-884-0710
형제약국,"서울특별시 금천구 금하로 707, (시흥동)",02-803-4973
혜령약국,"서울특별시 중랑구 공릉로2길 7, 구산빌딩 (묵동)",02-973-2225
혜민약국,서울특별시 도봉구 도봉로159길 17 ,02-954-1653
혜민약국,서울특별시 서대문구 세무서2길 60,02-391-5166
혜민약국,"서울특별시 강북구 솔샘로67길 118, 1층 (미아동)",02-6406-1177
혜민약국,서울특별시 성동구 마조로 30,02-2293-2729
혜민약국,서울특별시 강동구 천중로51길 56,02-487-0292
혜민약국,서울특별시 동대문구 홍릉로 34-1 (청량리동),02-960-2083
혜성약국,서울특별시 광진구 능동로3길 5 111호 (자양동),02-466-0021
